id,domain,prob,extremity,umedian,lmedian,p100,dv,support,coeff,ea,brier,resolution,reliability,age,focal,foil,gender,know,target,jp,outcome,pc,diff,bin,Oj,outcomevar
30,football,.89999998,.39999998,.89999998,,0,2.1972244,.51082563,5.0452738,1.75,.010000004,.030128421,.042486444,28,100,60,1,9,Football A,.89999998,1,1,.62195122,8,.69387758,.24982373
30,housing,.34999999,.15000001,,.34999999,0,-.61903918,-.28768209,5.0452738,2.75,.12249999,.01360313,.0028804389,28,75,100,1,2,Housing Prices B,.64999998,0,1,.40697673,3,.40366971,.24982373
30,crime,.15000001,.34999999,,.15000001,0,-1.734601,-.65392649,5.0452738,5.25,.022500001,.076761648,.0086943023,28,52,100,1,6,Crime B,.85000002,0,1,.90816325,1,.24324325,.24982373
30,geography,1,.5,1,,1,5.978879,.22314355,5.0452738,6.75,1,.096638076,.028503964,28,100,80,1,7,State Size B,1,0,0,.44565219,9,.83116883,.24982373
30,oceans,0,.5,,0,1,-5.9788857,-1.2039728,5.0452738,7,0,.082495019,.054327551,28,30,100,1,10,Ocean Size B,1,0,1,.88372093,0,.23308271,.24982373
31,rain,.94999999,.44999999,.94999999,,0,2.9444387,.51082563,3.4543774,5.5,.90249997,.096638076,.014120844,19,100,60,2,5,Rain A,.94999999,0,0,.46067417,9,.83116883,.24982373
31,temp,.30000001,.19999999,,.30000001,0,-.84729779,-.22314355,3.4543774,5,.48999998,.048988346,1.0628615e-06,19,80,100,2,6,Temperature B,.69999999,1,0,.79310346,2,.29896906,.24982373
31,movies,.75,.25,.75,,0,1.0986123,.16251893,3.4543774,3.75,.0625,.096029654,.0064302264,19,100,85,2,6,Box Office B,.75,1,1,.71264368,7,.83018869,.24982373
31,housing,.25,.25,,.25,0,-1.0986123,-.10536052,3.4543774,3.25,.5625,.048988346,.0023979689,19,90,100,2,4,Housing Prices A,.75,1,0,.40697673,2,.29896906,.24982373
31,population,.2,.30000001,,.2,0,-1.3862944,-.43078291,3.4543774,4.5,.040000003,.076761648,.0018699782,19,65,100,2,3,Population A,.80000001,0,1,.92045456,1,.24324325,.24982373
31,soccer,.30000001,.19999999,,.30000001,0,-.84729779,-.69314718,3.4543774,1.5,.090000004,.048988346,1.0628615e-06,19,50,100,2,0,Soccer B,.69999999,0,1,.54651165,2,.29896906,.24982373
32,rain,.15000001,.34999999,,.15000001,0,-1.734601,-.69314718,.50478292,4.25,.022500001,.076761648,.0086943023,33,50,100,1,7,Rain A,.85000002,0,1,.46067417,1,.24324325,.24982373
32,temp,.25,.25,,.25,0,-1.0986123,.69314718,.50478292,4.75,.0625,.048988346,.0023979689,33,100,50,1,6,Temperature A,.75,0,1,.79310346,2,.29896906,.24982373
32,football,.69999999,.19999999,.69999999,,0,.84729779,-.69314718,.50478292,4.25,.48999998,.0059444718,.01052623,33,50,100,1,9,Football B,.69999999,0,0,.62195122,6,.59740257,.24982373
32,baseball,.60000002,.10000002,.60000002,,0,.40546522,.69314718,.50478292,2.75,.15999998,.0055193645,.000029218631,33,100,50,1,8,Baseball B,.60000002,1,1,.60919541,5,.5945946,.24982373
32,housing,.64999998,.14999998,.64999998,,0,.61903912,.69314718,.50478292,4.75,.42249995,.0059444718,.002766487,33,100,50,1,6,Housing Prices B,.64999998,0,0,.40697673,6,.59740257,.24982373
32,crime,.75,.25,.75,,0,1.0986123,.69314718,.50478292,5,.0625,.096029654,.0064302264,33,100,50,1,7,Crime A,.75,1,1,.90816325,7,.83018869,.24982373
33,rain,.30000001,.19999999,,.30000001,0,-.84729779,-.91629076,5.1386118,6.25,.090000004,.048988346,1.0628615e-06,24,40,100,2,0,Rain A,.69999999,0,1,.46067417,2,.29896906,.24982373
33,temp,.80000001,.30000001,.80000001,,0,1.3862945,-.35667494,5.1386118,6.5,.64000005,.096029654,.00091135636,24,70,100,2,2,Temperature A,.80000001,0,0,.79310346,7,.83018869,.24982373
33,football,.2,.30000001,,.2,0,-1.3862944,-.51082563,5.1386118,2.75,.63999999,.076761648,.0018699782,24,60,100,2,0,Football A,.80000001,1,0,.62195122,1,.24324325,.24982373
33,geography,0,.5,,0,1,-5.9788857,-.91629076,5.1386118,6.5,0,.082495019,.054327551,24,40,100,2,7,State Size B,1,0,1,.44565219,0,.23308271,.24982373
33,population,.1,.40000001,,.1,0,-2.1972246,-.35667494,5.1386118,6,.010000001,.082495019,.017711008,24,70,100,2,6,Population A,.89999998,0,1,.92045456,0,.23308271,.24982373
33,soccer,.5,0,,,0,0,-.22314355,5.1386118,4.25,.25,.003521689,.0063434839,24,80,100,2,8,Soccer B,.5,0,0,.54651165,4,.57964599,.24982373
34,temp,.5,0,,,0,0,.16251893,.62754476,4,.25,.003521689,.0063434839,57,100,85,2,1,Temperature A,.5,0,1,.79310346,4,.57964599,.24982373
34,politics,.40000001,.099999994,,.40000001,0,-.40546513,-.10536052,.62754476,2,.16000001,.01360313,.000013466764,57,90,100,2,,US President B,.60000002,0,1,.72527474,3,.40366971,.24982373
34,football,.60000002,.10000002,.60000002,,0,.40546522,.22314355,.62754476,1.75,.15999998,.0055193645,.000029218631,57,100,80,2,1,Football A,.60000002,1,1,.62195122,5,.5945946,.24982373
34,crime,.5,0,,,0,0,-.28768209,.62754476,2,.25,.003521689,.0063434839,57,75,100,2,0,Crime B,.5,0,0,.90816325,4,.57964599,.24982373
34,geography,.40000001,.099999994,,.40000001,0,-.40546513,-.10536052,.62754476,6.5,.35999998,.01360313,.000013466764,57,90,100,2,1,State Size A,.60000002,1,0,.44565219,3,.40366971,.24982373
34,population,.5,0,,,0,0,-.28768209,.62754476,4.25,.25,.003521689,.0063434839,57,75,100,2,1,Population A,.5,0,1,.92045456,4,.57964599,.24982373
35,rain,.69999999,.19999999,.69999999,,0,.84729779,-.69314718,.10465861,2.5,.090000004,.0059444718,.01052623,46,50,100,2,2,Rain B,.69999999,1,1,.46067417,6,.59740257,.24982373
35,politics,.25,.25,,.25,0,-1.0986123,-.69314718,.10465861,4.75,.0625,.048988346,.0023979689,46,50,100,2,,US President B,.75,0,1,.72527474,2,.29896906,.24982373
35,baseball,.5,0,,,0,0,.69314718,.10465861,1.5,.25,.003521689,.0063434839,46,100,50,2,1,Baseball A,.5,0,1,.60919541,4,.57964599,.24982373
35,movies,.60000002,.10000002,.60000002,,0,.40546522,-.69314718,.10465861,1.25,.36000001,.0055193645,.000029218631,46,50,100,2,7,Box Office A,.60000002,0,0,.71264368,5,.5945946,.24982373
35,crime,.40000001,.099999994,,.40000001,0,-.40546513,-2.9957323,.10465861,1.5,.16000001,.01360313,.000013466764,46,5,100,2,2,Crime B,.60000002,0,1,.90816325,3,.40366971,.24982373
35,geography,.5,0,,,0,0,.69314718,.10465861,6.75,.25,.003521689,.0063434839,46,100,50,2,5,State Size A,.5,1,1,.44565219,4,.57964599,.24982373
36,politics,0,.5,,0,1,-5.9788857,-.91629076,2.5484281,2.5,0,.082495019,.054327551,25,40,100,1,,US President B,1,0,1,.72527474,0,.23308271,.24982373
36,baseball,.5,0,,,0,0,.10536052,2.5484281,2.5,.25,.003521689,.0063434839,25,100,90,1,0,Baseball B,.5,1,1,.60919541,4,.57964599,.24982373
36,movies,.050000001,.44999999,,.050000001,0,-2.9444389,-.51082563,2.5484281,3.25,.0025000002,.082495019,.033519279,25,60,100,1,8,Box Office A,.94999999,0,1,.71264368,0,.23308271,.24982373
36,geography,0,.5,,0,1,-5.9788857,-.22314355,2.5484281,7,0,.082495019,.054327551,25,80,100,1,2,State Size B,1,0,1,.44565219,0,.23308271,.24982373
36,population,.1,.40000001,,.1,0,-2.1972246,-.91629076,2.5484281,5.75,.010000001,.082495019,.017711008,25,40,100,1,1,Population A,.89999998,0,1,.92045456,0,.23308271,.24982373
36,oceans,.1,.40000001,,.1,0,-2.1972246,-.35667494,2.5484281,4.75,.81,.082495019,.017711008,25,70,100,1,2,Ocean Size A,.89999998,1,0,.88372093,0,.23308271,.24982373
37,rain,.40000001,.099999994,,.40000001,0,-.40546513,-.35667494,2.885776,2.25,.16000001,.01360313,.000013466764,52,70,100,1,6,Rain A,.60000002,0,1,.46067417,3,.40366971,.24982373
37,temp,.30000001,.19999999,,.30000001,0,-.84729779,.35667494,2.885776,3.5,.090000004,.048988346,1.0628615e-06,52,100,70,1,3,Temperature A,.69999999,0,1,.79310346,2,.29896906,.24982373
37,baseball,.75,.25,.75,,0,1.0986123,1.2039728,2.885776,3.75,.0625,.096029654,.0064302264,52,100,30,1,9,Baseball B,.75,1,1,.60919541,7,.83018869,.24982373
37,movies,0,.5,,0,1,-5.9788857,-.51082563,2.885776,2.75,0,.082495019,.054327551,52,60,100,1,7,Box Office A,1,0,1,.71264368,0,.23308271,.24982373
37,crime,.85000002,.35000002,.85000002,,0,1.7346013,1.2039728,2.885776,4.75,.022499993,.030128421,.024374219,52,100,30,1,3,Crime A,.85000002,1,1,.90816325,8,.69387758,.24982373
37,oceans,.2,.30000001,,.2,0,-1.3862944,-.010050336,2.885776,6.75,.040000003,.076761648,.0018699782,52,99,100,1,6,Ocean Size B,.80000001,0,1,.88372093,1,.24324325,.24982373
38,rain,.60000002,.10000002,.60000002,,0,.40546522,.35667494,.51051259,4.5,.36000001,.0055193645,.000029218631,22,100,70,2,2,Rain A,.60000002,0,0,.46067417,5,.5945946,.24982373
38,temp,.44999999,.050000012,,.44999999,0,-.20067075,-.28768209,.51051259,3.75,.20249999,.003521689,.016808087,22,75,100,2,2,Temperature A,.55000001,0,1,.79310346,4,.57964599,.24982373
38,politics,.60000002,.10000002,.60000002,,0,.40546522,.28768209,.51051259,2,.15999998,.0055193645,.000029218631,22,100,75,2,,US President A,.60000002,1,1,.72527474,5,.5945946,.24982373
38,baseball,.44999999,.050000012,,.44999999,0,-.20067075,-.69314718,.51051259,3.5,.20249999,.003521689,.016808087,22,50,100,2,3,Baseball A,.55000001,0,1,.60919541,4,.57964599,.24982373
38,population,.69999999,.19999999,.69999999,,0,.84729779,.51082563,.51051259,7,.090000004,.0059444718,.01052623,22,100,60,2,6,Population B,.69999999,1,1,.92045456,6,.59740257,.24982373
38,soccer,.5,0,,,0,0,.69314718,.51051259,2.25,.25,.003521689,.0063434839,22,100,50,2,0,Soccer A,.5,1,0,.54651165,4,.57964599,.24982373
39,football,.5,0,,,0,0,0,1.3007483,4.25,.25,.003521689,.0063434839,21,100,100,1,0,Football B,.5,0,1,.62195122,4,.57964599,.24982373
39,housing,.85000002,.35000002,.85000002,,0,1.7346013,.22314355,1.3007483,4.25,.72250003,.030128421,.024374219,21,100,80,1,3,Housing Prices B,.85000002,0,0,.40697673,8,.69387758,.24982373
39,crime,.40000001,.099999994,,.40000001,0,-.40546513,-.16251893,1.3007483,5,.16000001,.01360313,.000013466764,21,85,100,1,6,Crime B,.60000002,0,1,.90816325,3,.40366971,.24982373
39,geography,.5,0,,,0,0,-.10536052,1.3007483,5.75,.25,.003521689,.0063434839,21,90,100,1,8,State Size A,.5,1,0,.44565219,4,.57964599,.24982373
39,soccer,.30000001,.19999999,,.30000001,0,-.84729779,-1.2039728,1.3007483,3.25,.090000004,.048988346,1.0628615e-06,21,30,100,1,0,Soccer B,.69999999,0,1,.54651165,2,.29896906,.24982373
40,temp,.1,.40000001,,.1,0,-2.1972246,-.22314355,1.1667752,4.25,.010000001,.082495019,.017711008,30,80,100,2,1,Temperature A,.89999998,0,1,.79310346,0,.23308271,.24982373
40,politics,.1,.40000001,,.1,0,-2.1972246,-2.3025851,1.1667752,2,.010000001,.082495019,.017711008,30,10,100,2,,US President B,.89999998,0,1,.72527474,0,.23308271,.24982373
40,movies,.5,0,,,0,0,.010050336,1.1667752,1,.25,.003521689,.0063434839,30,100,99,2,0,Box Office B,.5,1,1,.71264368,4,.57964599,.24982373
40,geography,.5,0,,,0,0,.010050336,1.1667752,7,.25,.003521689,.0063434839,30,100,99,2,5,State Size A,.5,1,0,.44565219,4,.57964599,.24982373
40,population,.1,.40000001,,.1,0,-2.1972246,-.28768209,1.1667752,6.75,.010000001,.082495019,.017711008,30,75,100,2,5,Population A,.89999998,0,1,.92045456,0,.23308271,.24982373
40,oceans,.89999998,.39999998,.89999998,,0,2.1972244,.51082563,1.1667752,7,.010000004,.030128421,.042486444,30,100,60,2,3,Ocean Size A,.89999998,1,1,.88372093,8,.69387758,.24982373
41,football,.5,0,,,0,0,.22314355,5.5394278,1.75,.25,.003521689,.0063434839,22,100,80,2,0,Football A,.5,1,0,.62195122,4,.57964599,.24982373
41,baseball,.5,0,,,0,0,-.22314355,5.5394278,1.75,.25,.003521689,.0063434839,22,80,100,2,0,Baseball B,.5,1,0,.60919541,4,.57964599,.24982373
41,housing,.85000002,.35000002,.85000002,,0,1.7346013,-.28768209,5.5394278,6.25,.022499993,.030128421,.024374219,22,75,100,2,1,Housing Prices A,.85000002,1,1,.40697673,8,.69387758,.24982373
41,crime,.94999999,.44999999,.94999999,,0,2.9444387,.69314718,5.5394278,3,.0025000011,.096638076,.014120844,22,100,50,2,5,Crime A,.94999999,1,1,.90816325,9,.83116883,.24982373
41,geography,1,.5,1,,1,5.978879,.16251893,5.5394278,7,1,.096638076,.028503964,22,100,85,2,2,State Size B,1,0,0,.44565219,9,.83116883,.24982373
41,population,0,.5,,0,1,-5.9788857,-.35667494,5.5394278,7,0,.082495019,.054327551,22,70,100,2,2,Population A,1,0,1,.92045456,0,.23308271,.24982373
42,politics,.60000002,.10000002,.60000002,,0,.40546522,.51082563,.51499897,4.25,.15999998,.0055193645,.000029218631,28,100,60,2,,US President A,.60000002,1,1,.72527474,5,.5945946,.24982373
42,football,.5,0,,,0,0,-.28768209,.51499897,1,.25,.003521689,.0063434839,28,75,100,2,0,Football B,.5,0,1,.62195122,4,.57964599,.24982373
42,movies,.5,0,,,0,0,.69314718,.51499897,1,.25,.003521689,.0063434839,28,100,50,2,1,Box Office B,.5,1,0,.71264368,4,.57964599,.24982373
42,crime,.30000001,.19999999,,.30000001,0,-.84729779,-1.2039728,.51499897,1.75,.090000004,.048988346,1.0628615e-06,28,30,100,2,5,Crime B,.69999999,0,1,.90816325,2,.29896906,.24982373
42,soccer,.5,0,,,0,0,-.51082563,.51499897,1,.25,.003521689,.0063434839,28,60,100,2,0,Soccer B,.5,0,1,.54651165,4,.57964599,.24982373
42,oceans,.60000002,.10000002,.60000002,,0,.40546522,.51082563,.51499897,7,.15999998,.0055193645,.000029218631,28,100,60,2,0,Ocean Size A,.60000002,1,1,.88372093,5,.5945946,.24982373
43,rain,.60000002,.10000002,.60000002,,0,.40546522,.51082563,1.7018571,3.25,.15999998,.0055193645,.000029218631,31,100,60,1,4,Rain B,.60000002,1,1,.46067417,5,.5945946,.24982373
43,football,.2,.30000001,,.2,0,-1.3862944,-1.3862944,1.7018571,2,.040000003,.076761648,.0018699782,31,25,100,1,2,Football B,.80000001,0,1,.62195122,1,.24324325,.24982373
43,baseball,.69999999,.19999999,.69999999,,0,.84729779,.51082563,1.7018571,2.5,.090000004,.0059444718,.01052623,31,100,60,1,2,Baseball B,.69999999,1,1,.60919541,6,.59740257,.24982373
43,crime,1,.5,1,,1,5.978879,2.3025851,1.7018571,3.5,0,.096638076,.028503964,31,100,10,1,7,Crime A,1,1,1,.90816325,9,.83116883,.24982373
43,geography,1,.5,1,,1,5.978879,.10536052,1.7018571,7,0,.096638076,.028503964,31,100,90,1,8,State Size A,1,1,1,.44565219,9,.83116883,.24982373
43,soccer,.80000001,.30000001,.80000001,,0,1.3862945,.69314718,1.7018571,2.5,.039999995,.096029654,.00091135636,31,100,50,1,0,Soccer A,.80000001,1,1,.54651165,7,.83018869,.24982373
44,temp,.75,.25,.75,,0,1.0986123,.91629076,1.5987642,3,.0625,.096029654,.0064302264,21,100,40,1,5,Temperature B,.75,1,1,.79310346,7,.83018869,.24982373
44,football,.5,0,,,0,0,-.51082563,1.5987642,3.25,.25,.003521689,.0063434839,21,60,100,1,0,Football A,.5,1,1,.62195122,4,.57964599,.24982373
44,movies,.80000001,.30000001,.80000001,,0,1.3862945,.69314718,1.5987642,3,.039999995,.096029654,.00091135636,21,100,50,1,7,Box Office B,.80000001,1,1,.71264368,7,.83018869,.24982373
44,crime,.1,.40000001,,.1,0,-2.1972246,-2.3025851,1.5987642,5,.010000001,.082495019,.017711008,21,10,100,1,2,Crime B,.89999998,0,1,.90816325,0,.23308271,.24982373
44,geography,.60000002,.10000002,.60000002,,0,.40546522,.22314355,1.5987642,7,.15999998,.0055193645,.000029218631,21,100,80,1,2,State Size A,.60000002,1,1,.44565219,5,.5945946,.24982373
44,oceans,1,.5,1,,1,5.978879,.79850769,1.5987642,7,0,.096638076,.028503964,21,100,45,1,8,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
45,rain,.5,0,,,0,0,.69314718,.74768722,1.75,.25,.003521689,.0063434839,69,100,50,,6,Rain B,.5,1,1,.46067417,4,.57964599,.24982373
45,politics,.40000001,.099999994,,.40000001,0,-.40546513,-.91629076,.74768722,4.5,.35999998,.01360313,.000013466764,69,40,100,,,US President A,.60000002,1,0,.72527474,3,.40366971,.24982373
45,housing,.60000002,.10000002,.60000002,,0,.40546522,-.51082563,.74768722,5,.15999998,.0055193645,.000029218631,69,60,100,,8,Housing Prices A,.60000002,1,1,.40697673,5,.5945946,.24982373
45,crime,.30000001,.19999999,,.30000001,0,-.84729779,-.91629076,.74768722,4.25,.090000004,.048988346,1.0628615e-06,69,40,100,,8,Crime B,.69999999,0,1,.90816325,2,.29896906,.24982373
45,population,.80000001,.30000001,.80000001,,0,1.3862945,.51082563,.74768722,4.5,.039999995,.096029654,.00091135636,69,100,60,,5,Population B,.80000001,1,1,.92045456,7,.83018869,.24982373
45,soccer,.69999999,.19999999,.69999999,,0,.84729779,.69314718,.74768722,1.75,.48999998,.0059444718,.01052623,69,100,50,,2,Soccer B,.69999999,0,0,.54651165,6,.59740257,.24982373
46,rain,.40000001,.099999994,,.40000001,0,-.40546513,.69314718,2.1242633,2.5,.35999998,.01360313,.000013466764,21,100,50,1,2,Rain B,.60000002,1,0,.46067417,3,.40366971,.24982373
46,football,.5,0,,,0,0,-.69314718,2.1242633,2.25,.25,.003521689,.0063434839,21,50,100,1,1,Football A,.5,1,0,.62195122,4,.57964599,.24982373
46,baseball,.5,0,,,0,0,.22314355,2.1242633,2.5,.25,.003521689,.0063434839,21,100,80,1,1,Baseball A,.5,0,1,.60919541,4,.57964599,.24982373
46,crime,.80000001,.30000001,.80000001,,0,1.3862945,1.2039728,2.1242633,2,.039999995,.096029654,.00091135636,21,100,30,1,4,Crime A,.80000001,1,1,.90816325,7,.83018869,.24982373
46,geography,.69999999,.19999999,.69999999,,0,.84729779,.51082563,2.1242633,6.25,.48999998,.0059444718,.01052623,21,100,60,1,8,State Size B,.69999999,0,0,.44565219,6,.59740257,.24982373
46,oceans,1,.5,1,,1,5.978879,1.6094379,2.1242633,6.75,0,.096638076,.028503964,21,100,20,1,4,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
47,rain,.44999999,.050000012,,.44999999,0,-.20067075,-.51082563,1.5947573,2.75,.20249999,.003521689,.016808087,21,60,100,2,1,Rain A,.55000001,0,1,.46067417,4,.57964599,.24982373
47,football,.55000001,.050000012,.55000001,,0,.20067075,.10536052,1.5947573,2.25,.20249999,.0055193645,.0019886771,21,100,90,2,1,Football A,.55000001,1,1,.62195122,5,.5945946,.24982373
47,geography,.1,.40000001,,.1,0,-2.1972246,-.22314355,1.5947573,6.25,.81,.082495019,.017711008,21,80,100,2,4,State Size A,.89999998,1,0,.44565219,0,.23308271,.24982373
47,population,.94999999,.44999999,.94999999,,0,2.9444387,1.6094379,1.5947573,6,.0025000011,.096638076,.014120844,21,100,20,2,3,Population B,.94999999,1,1,.92045456,9,.83116883,.24982373
47,soccer,.40000001,.099999994,,.40000001,0,-.40546513,-.28768209,1.5947573,2,.16000001,.01360313,.000013466764,21,75,100,2,2,Soccer B,.60000002,0,1,.54651165,3,.40366971,.24982373
47,oceans,.15000001,.34999999,,.15000001,0,-1.734601,-1.3862944,1.5947573,6.25,.022500001,.076761648,.0086943023,21,25,100,2,4,Ocean Size B,.85000002,0,1,.88372093,1,.24324325,.24982373
48,temp,.75,.25,.75,,0,1.0986123,.69314718,1.6033633,4,.0625,.096029654,.0064302264,30,100,50,2,9,Temperature B,.75,1,1,.79310346,7,.83018869,.24982373
48,politics,.34999999,.15000001,,.34999999,0,-.61903918,-.69314718,1.6033633,4,.12249999,.01360313,.0028804389,30,50,100,2,,US President B,.64999998,0,1,.72527474,3,.40366971,.24982373
48,movies,.60000002,.10000002,.60000002,,0,.40546522,-.69314718,1.6033633,4.5,.15999998,.0055193645,.000029218631,30,50,100,2,4,Box Office B,.60000002,1,1,.71264368,5,.5945946,.24982373
48,housing,.80000001,.30000001,.80000001,,0,1.3862945,.69314718,1.6033633,3.75,.039999995,.096029654,.00091135636,30,100,50,2,8,Housing Prices A,.80000001,1,1,.40697673,7,.83018869,.24982373
48,soccer,.5,0,,,0,0,.69314718,1.6033633,4,.25,.003521689,.0063434839,30,100,50,2,9,Soccer A,.5,1,0,.54651165,4,.57964599,.24982373
48,oceans,1,.5,1,,1,5.978879,.69314718,1.6033633,4.25,0,.096638076,.028503964,30,100,50,2,9,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
50,baseball,.5,0,,,0,0,.35667494,5.8786707,1.5,.25,.003521689,.0063434839,35,100,70,1,0,Baseball B,.5,1,1,.60919541,4,.57964599,.24982373
50,movies,.69999999,.19999999,.69999999,,0,.84729779,.22314355,5.8786707,2.75,.48999998,.0059444718,.01052623,35,100,80,1,2,Box Office A,.69999999,0,0,.71264368,6,.59740257,.24982373
50,housing,.69999999,.19999999,.69999999,,0,.84729779,.10536052,5.8786707,2,.090000004,.0059444718,.01052623,35,100,90,1,3,Housing Prices A,.69999999,1,1,.40697673,6,.59740257,.24982373
50,crime,.60000002,.10000002,.60000002,,0,.40546522,.51082563,5.8786707,2.75,.15999998,.0055193645,.000029218631,35,100,60,1,3,Crime A,.60000002,1,1,.90816325,5,.5945946,.24982373
50,population,.1,.40000001,,.1,0,-2.1972246,-.35667494,5.8786707,7,.010000001,.082495019,.017711008,35,70,100,1,3,Population A,.89999998,0,1,.92045456,0,.23308271,.24982373
50,oceans,1,.5,1,,1,5.978879,.69314718,5.8786707,7,0,.096638076,.028503964,35,100,50,1,10,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
51,politics,.050000001,.44999999,,.050000001,0,-2.9444389,-.22314355,8.01301,2.5,.0025000002,.082495019,.033519279,62,80,100,2,,US President B,.94999999,0,1,.72527474,0,.23308271,.24982373
51,football,.2,.30000001,,.2,0,-1.3862944,.22314355,8.01301,2,.63999999,.076761648,.0018699782,62,100,80,2,0,Football A,.80000001,1,0,.62195122,1,.24324325,.24982373
51,baseball,.30000001,.19999999,,.30000001,0,-.84729779,.22314355,8.01301,1.75,.090000004,.048988346,1.0628615e-06,62,100,80,2,0,Baseball A,.69999999,0,1,.60919541,2,.29896906,.24982373
51,movies,.2,.30000001,,.2,0,-1.3862944,.10536052,8.01301,2.25,.63999999,.076761648,.0018699782,62,100,90,2,2,Box Office B,.80000001,1,0,.71264368,1,.24324325,.24982373
51,housing,.40000001,.099999994,,.40000001,0,-.40546513,.16251893,8.01301,3,.16000001,.01360313,.000013466764,62,100,85,2,0,Housing Prices B,.60000002,0,1,.40697673,3,.40366971,.24982373
51,population,0,.5,,0,1,-5.9788857,-.28768209,8.01301,5.5,0,.082495019,.054327551,62,75,100,2,4,Population A,1,0,1,.92045456,0,.23308271,.24982373
53,rain,.5,0,,,0,0,-.69314718,1.231038,3.5,.25,.003521689,.0063434839,33,50,100,1,5,Rain B,.5,1,0,.46067417,4,.57964599,.24982373
53,temp,.5,0,,,0,0,.69314718,1.231038,2.75,.25,.003521689,.0063434839,33,100,50,1,5,Temperature B,.5,1,1,.79310346,4,.57964599,.24982373
53,politics,.5,0,,,0,0,-.69314718,1.231038,2.75,.25,.003521689,.0063434839,33,50,100,1,,US President A,.5,1,0,.72527474,4,.57964599,.24982373
53,baseball,.75,.25,.75,,0,1.0986123,1.6094379,1.231038,2.25,.0625,.096029654,.0064302264,33,100,20,1,9,Baseball B,.75,1,1,.60919541,7,.83018869,.24982373
53,housing,.60000002,.10000002,.60000002,,0,.40546522,.91629076,1.231038,6.5,.36000001,.0055193645,.000029218631,33,100,40,1,7,Housing Prices B,.60000002,0,0,.40697673,5,.5945946,.24982373
53,population,.0099999998,.49000001,,.0099999998,0,-4.59512,-2.3025851,1.231038,6.5,.000099999997,.082495019,.049765896,33,10,100,1,7,Population A,.99000001,0,1,.92045456,0,.23308271,.24982373
54,temp,.89999998,.39999998,.89999998,,0,2.1972244,.69314718,.58808404,3.75,.010000004,.030128421,.042486444,56,100,50,2,6,Temperature B,.89999998,1,1,.79310346,8,.69387758,.24982373
54,politics,.5,0,,,0,0,-.69314718,.58808404,3.25,.25,.003521689,.0063434839,56,50,100,2,,US President B,.5,0,0,.72527474,4,.57964599,.24982373
54,baseball,.60000002,.10000002,.60000002,,0,.40546522,.91629076,.58808404,3,.15999998,.0055193645,.000029218631,56,100,40,2,8,Baseball B,.60000002,1,1,.60919541,5,.5945946,.24982373
54,housing,.60000002,.10000002,.60000002,,0,.40546522,.91629076,.58808404,4,.36000001,.0055193645,.000029218631,56,100,40,2,6,Housing Prices B,.60000002,0,0,.40697673,5,.5945946,.24982373
54,crime,.89999998,.39999998,.89999998,,0,2.1972244,.91629076,.58808404,5,.010000004,.030128421,.042486444,56,100,40,2,7,Crime A,.89999998,1,1,.90816325,8,.69387758,.24982373
54,soccer,.60000002,.10000002,.60000002,,0,.40546522,.91629076,.58808404,3.75,.36000001,.0055193645,.000029218631,56,100,40,2,5,Soccer B,.60000002,0,0,.54651165,5,.5945946,.24982373
55,politics,.43000001,.069999993,,.43000001,0,-.28185111,.69314718,.47425416,4,.3249,.003521689,.022393921,25,100,50,1,,US President A,.56999999,1,0,.72527474,4,.57964599,.24982373
55,football,.54000002,.040000021,.54000002,,0,.16034274,-1.6094379,.47425416,3.75,.21159998,.0055193645,.0029805677,25,20,100,1,7,Football A,.54000002,1,1,.62195122,5,.5945946,.24982373
55,baseball,.64999998,.14999998,.64999998,,0,.61903912,.69314718,.47425416,4,.42249995,.0059444718,.002766487,25,100,50,1,5,Baseball A,.64999998,0,0,.60919541,6,.59740257,.24982373
55,housing,.56,.060000002,.56,,0,.24116206,1.6094379,.47425416,3.5,.1936,.0055193645,.0011967861,25,100,20,1,8,Housing Prices A,.56,1,1,.40697673,5,.5945946,.24982373
55,crime,.43000001,.069999993,,.43000001,0,-.28185111,-.69314718,.47425416,4.25,.3249,.003521689,.022393921,25,50,100,1,5,Crime A,.56999999,1,0,.90816325,4,.57964599,.24982373
55,population,1,.5,1,,1,5.978879,.69314718,.47425416,3.5,0,.096638076,.028503964,25,100,50,1,8,Population B,1,1,1,.92045456,9,.83116883,.24982373
56,temp,.67000002,.17000002,.67000002,,0,.70818514,-.22314355,1.3513886,3,.44890001,.0059444718,.0052703889,23,80,100,1,3,Temperature A,.67000002,0,0,.79310346,6,.59740257,.24982373
56,politics,.2,.30000001,,.2,0,-1.3862944,-.91629076,1.3513886,4.75,.040000003,.076761648,.0018699782,23,40,100,1,,US President B,.80000001,0,1,.72527474,1,.24324325,.24982373
56,crime,.88,.38,.88,,0,1.9924301,.35667494,1.3513886,2.5,.7744,.030128421,.034641553,23,100,70,1,4,Crime B,.88,0,0,.90816325,8,.69387758,.24982373
56,population,.77999997,.27999997,.77999997,,0,1.2656662,.22314355,1.3513886,5.75,.048400011,.096029654,.0025189077,23,100,80,1,4,Population B,.77999997,1,1,.92045456,7,.83018869,.24982373
